ime planinske točke,pot,zahtevnost 
Jezero v Lužnici,Planina Polog - Jezero v Lužnici,lahka označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (mimo žičnice in po Frischaufovi poti),zelo zahtevna označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (mimo žičnice in po Kremžarjevi poti),zelo zahtevna označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (po ferati in Frischaufovi poti),izjemno zahtevna označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (po ferati in Kremžarjevi poti),izjemno zahtevna označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (umik Žrela in po Frischaufovi poti),zelo zahtevna označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (umik Žrela in po Kremžarjevi poti),zelo zahtevna označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (čez Štularjevo planino in po Frischaufovi poti),zelo zahtevna označena pot
Jezerska Kočna,Ravenska Kočna - Jezerska Kočna (čez Štularjevo planino in po Kremžarjevi poti),zelo zahtevna označena pot
Jezerska Kočna,Suhadolnik - Jezerska Kočna (čez Grdi graben in Dolce),zelo zahtevna označena pot
Jezerska Kočna,Suhadolnik - Jezerska Kočna (čez Grdi graben in Kokrsko Kočno),zelo zahtevna označena pot
Jezerska Kočna,Suhadolnik - Jezerska Kočna (čez Kokrsko sedlo in Dolce),zelo zahtevna označena pot
Jezerska Kočna,Suhadolnik - Jezerska Kočna (čez Kokrsko sedlo in Kokrsko Kočno),zelo zahtevna označena pot
Jezerska Kočna,V Koncu - Jezerska Kočna (čez Dolce),zelo zahtevna označena pot
Jezerska Kočna,V Koncu - Jezerska Kočna (čez Kokrsko Kočno),zelo zahtevna označena pot
Jezerska planina / Alpe del Lago,Belopeška jezera / Lago di Fusine - Jezerska planina / Alpe del Lago,lahka označena pot
Jezerski Stog,Konec ceste na Pokljuki - Jezerski Stog,lahka označena pot
Jezerski Stog,Planina Blato - Jezerski Stog,delno zahtevna neoznačena pot
Jezerski Stog,Planina Blato - Jezerski Stog (čez planino pod Mišelj vrhom),delno zahtevna neoznačena pot
Jezerski Stog,Stara Fužina - Jezerski Stog (čez Krstenico),delno zahtevna neoznačena pot
Jezerski Stog,Stara Fužina - Jezerski Stog (čez planino pod Mišelj vrhom),lahka označena pot
Jezerski Stog,Uskovnica (Lom) - Jezerski Stog (čez planino Spodnji Tosc),zahtevna označena pot
Jureževa planina,Srednji Vrh - Jureževa planina,lahka neoznačena steza
Kal,Koča pri Savici - Kal (čez Lepo Komno),lahko brezpotje
Kališje,Polja - Kališje,lahka neoznačena steza
Kalvarija nad Jesenicami,Jesenice (Ukova) - Kalvarija nad Jesenicami,lahka označena pot
Kalvarija nad Jesenicami,Trg Toneta Čufarja (Jesenice) - Kalvarija nad Jesenicami (strma pot),lahka neoznačena steza
Kalška gora,Dom na Gospincu - Kalška gora (čez Dolgo Njivo),delno zahtevna označena pot
Kalška gora,Dom na Gospincu - Kalška gora (čez Zvoh),zahtevna označena pot
Kalška gora,Kokra (Roblek) - Kalška gora (čez Kalce),delno zahtevna označena pot
Kalška gora,Kriška planina - Kalška gora (čez Zvoh),zahtevna označena pot
Kalška gora,Kriška planina - Kalška gora (čez planino Koren),delno zahtevna označena pot
Kalška gora,Markova raven - Kalška gora (po markirani poti),delno zahtevna označena pot
Kalška gora,Planina Jezerca - Kalška gora (mimo Doma na Krvavcu in čez Zvoh),zahtevna označena pot
Kalška gora,Planina Jezerca - Kalška gora (čez planino Koren),delno zahtevna označena pot
Kalška gora,Suhadolnik - Kalška gora,zahtevna označena pot
Kalška gora,V Koncu - Kalška gora,zahtevna označena pot
Kalška gora,Žagana peč - Kalška gora (Lovska pot),delno zahtevna neoznačena pot
Kalški greben,Dom na Gospincu - Kalški greben (čez Dolgo njivo),lahka označena pot
Kalški greben,Dom na Gospincu - Kalški greben (čez Zvoh),zahtevna označena pot
Kalški greben,Kokra (Podlebelca) - Kalški greben,delno zahtevna označena pot
Kalški greben,Kokra (Roblek) - Kalški greben,delno zahtevna označena pot
Kalški greben,Kriška planina - Kalški greben (čez Zvoh),zahtevna označena pot
Kalški greben,Kriška planina - Kalški greben (čez planino Koren),lahka označena pot
Kalški greben,Markova raven - Kalški greben (po markirani poti),lahka označena pot
Kalški greben,Planina Jezerca - Kalški greben (mimo Doma na Krvavcu in čez Zvoh),zahtevna označena pot
Kalški greben,Planina Jezerca - Kalški greben (čez planino Koren),lahka označena pot
Kalški greben,Suhadolnik - Kalški greben,zelo zahtevna označena pot
Kalški greben,V Koncu - Kalški greben,zelo zahtevna označena pot
Kalški greben,Žagana peč - Kalški greben (Lovska pot),zelo zahtevna neoznačena steza
Kalški greben,Žagana peč - Kalški greben (čez Škrbino),delno zahtevna neoznačena pot
Kamnati vrh,Korensko sedlo - Kamnati vrh (po cesti),lahka označena pot
Kamnati vrh,Korensko sedlo - Kamnati vrh (čez Jerebikovec),lahka neoznačena steza
Kamnek,Tržič (Slap) - Kamnek (po Seili),delno zahtevna označena pot
Kamnek,Tržič (Slap) - Kamnek (čez Dobrivc),lahka neoznačena steza
Kamnek,Tržič (Slap) - Kamnek (čez Ride),lahka označena pot
Kamnek,Tržič - Kamnek (Milanova pot),lahka neoznačena steza
Kamnek,Tržič - Kamnek (Radetzky-jeva pot),lahka označena pot
Kamnek,Tržič - Kamnek (po Seili),delno zahtevna označena pot
Kamnica (Komnica) / Ferlacher Spitze,Iličev rovt / Illitsch Rauth - Kamnica (Komnica) / Ferlacher Spitze,lahka označena pot
Kamnica (Komnica) / Ferlacher Spitze,Podrožca / Rosenbach - Kamnica (Komnica) / Ferlacher Spitze,lahka označena pot
Kamnica (Komnica) / Ferlacher Spitze,Čemernica / Tschemernitzen - Kamnica (Komnica) / Ferlacher Spitze,lahka označena pot
Kamniti lovec / Cima del Cacciatore,Ovčja vas / Valbruna - Kamniti lovec / Cima del Cacciatore,zahtevna označena pot
Kamniti lovec / Cima del Cacciatore,Svete Višarje / Monte Lussari - Kamniti lovec / Cima del Cacciatore,zahtevna označena pot
Kamniti lovec / Cima del Cacciatore,Trbiž / Tarviso - Kamniti lovec / Cima del Cacciatore (po servisni cesti),lahka neoznačena steza
Kamniti lovec / Cima del Cacciatore,Žabnice / Camporosso in Valcanale - Kamniti lovec / Cima del Cacciatore,zahtevna označena pot
Kamniti lovec / Cima del Cacciatore,Žabnice/Camporosso in Valcanale - Kamniti lovec / Cima del Cacciatore,delno zahtevna označena pot
Kamnitnik,Dom Trilobit - Kamnitnik (Za Kraševcem),lahka neoznačena steza
Kamnitnik,Olipova planina - Kamnitnik,lahka neoznačena steza
Kamniška koča na Kamniškem sedlu,Dom v Kamniški Bistrici - Kamniška koča na Kamniškem sedlu,lahka označena pot
Kamniška koča na Kamniškem sedlu,Jermanca - Kamniška koča na Kamniškem sedlu,lahka označena pot
Kamniška koča na Kamniškem sedlu,Koča pod slapom Rinka  - Kamniška koča na Kamniškem sedlu,zahtevna označena pot
Kamniška koča na Kamniškem sedlu,Suhadolnik - Kamniška koča na Kamniškem sedlu,zelo zahtevna označena pot
Kamniški Dedec,Dom v Kamniški Bistrici - Kamniški Dedec,delno zahtevna neoznačena pot
Kamniški Dedec,Dom v Kamniški Bistrici - Kamniški Dedec (lovska pot),delno zahtevna neoznačena pot
Kamniški vrh,Iverje - Kamniški vrh (ob Potoku),delno zahtevna neoznačena pot
Kamniški vrh,Iverje - Kamniški vrh (čez Hude Konce),lahka neoznačena steza
Kamniški vrh,Kajfežev rob - Kamniški vrh,lahka neoznačena steza
Kamniški vrh,Klemenčevo - Kamniški vrh (ob Korošaških slapovih),lahka neoznačena steza
Kamniški vrh,Klemenčevo - Kamniški vrh (po jugozahodnem pobočju),lahka neoznačena steza
Kamniški vrh,Molnarjev breg - Kamniški vrh,lahka označena pot
Kamniški vrh,Molnarjev breg - Kamniški vrh (po cesti),lahka neoznačena steza
Kamniški vrh,Molnarjev breg - Kamniški vrh (čez planino Osredek),lahka označena pot
Kamniški vrh,Slevo - Kamniški vrh (direktna pot),zahtevna neoznačena steza
Kamniški vrh,Slevo - Kamniški vrh (mimo lovske koče),zahtevna neoznačena steza
Kamniški vrh,Stahovica - Kamniški vrh (krožna pot),delno zahtevna označena pot
Kanjavec,Aljažev dom v Vratih - Kanjavec,zahtevna označena pot
Kanjavec,Koča pri Savici - Kanjavec (čez Triglavska jezera),zahtevna označena pot
Kanjavec,Planina Blato - Kanjavec (Za Kopico),lahka označena pot
Kanjavec,Planina Blato - Kanjavec (po Dolini za Debelim vrhom),lahko brezpotje
Kanjavec,Planina Blato - Kanjavec (po Dolini za Mišelj vrhom),lahko brezpotje
Kanjavec,Planina Blato - Kanjavec (čez Planino Krstenico in po Dolini za Debelim vrhom),lahko brezpotje
Kanjavec,Zadnjica - Kanjavec (čez Dolič),zahtevna označena pot
Kanjavec,Zadnjica - Kanjavec (čez Prehodavce),lahka označena pot
Kanjavec (Zahodni vrh),Planina Blato - Kanjavec (Zahodni vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),lahko brezpotje
Kanjavec (Zahodni vrh),Planina Blato - Kanjavec (Zahodni vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),lahko brezpotje
Kanjavec (Zahodni vrh),Zadnjica - Kanjavec (Zahodni vrh) (čez Dolič),zahtevna označena pot
Kanjavec (Zahodni vrh),Zadnjica - Kanjavec (Zahodni vrh) (čez Prehodavce),lahka označena pot
Kapela Marije Snežne (Velika planina),Hotel Šimnovec - Kapela Marije Snežne (Velika planina),lahka označena pot
Kapela Marije Snežne (Velika planina),"Kraljev hrib - Kapela Marije Snežne (Velika planina) (preko Škorence, Kačjeka in Gamsovih strež)",delno zahtevna neoznačena pot
Kapela Marije Snežne (Velika planina),Kranjski Rak  - Kapela Marije Snežne (Velika planina) (pešpot),lahka označena pot
Kapela Marije Snežne (Velika planina),Kranjski Rak - Kapela Marije Snežne (Velika planina) (spodaj po cesti),lahka označena pot
Kapela Marije Snežne (Velika planina),Kranjski Rak - Kapela Marije Snežne (Velika planina) (čez Seliški rob),lahka neoznačena steza
Kapela Marije Snežne (Velika planina),Stahovica - Kapela Marije Snežne (Velika planina),lahka označena pot
Kapela Marije Snežne (Velika planina),Za Ušivcem - Kapela Marije Snežne (Velika planina),lahka neoznačena steza
Kapela Marije Snežne (Velika planina),Za Ušivcem - Kapela Marije Snežne (Velika planina) (čez Malo planino),lahka označena pot
Kapelica na Molički planini,Kraljev dol - Kapelica na Molički planini (čez planino Vodole),lahka označena pot
Kapelica na Molički planini,Planina Podvežak - Kapelica na Molički planini (čez Prag),lahka označena pot
Kapelica na Molički planini,Planina Ravne - Kapelica na Molički planini (preko Vrtač),lahka označena pot
Kapelica na Molički planini,Planina Ravne - Kapelica na Molički planini (čez Dleskovec),lahka neoznačena steza
Kapelica na Molički planini,Planina Ravne - Kapelica na Molički planini (čez Dolgo trato),lahka označena pot
Kapelica na Molički planini,Planina Ravne - Kapelica na Molički planini (čez Zelene trate),lahka označena pot
Kapelica na Molički planini,Robanov kot - Kapelica na Molički planini,zahtevna označena pot
Kapelica sv. Barbare na Pejcah,Murova (Jesenice) - Kapelica sv. Barbare na Pejcah,lahka neoznačena steza
Kapelška koča / Eisenkappler Hütte,Kurnikovo sedlo - Kapelška koča / Eisenkappler Hütte (peš pot),lahka označena pot
Kapelška koča / Eisenkappler Hütte,Podkanja vas / Wildenstein - Kapelška koča / Eisenkappler Hütte,lahka označena pot
Kapelška koča / Eisenkappler Hütte,Rebrca / Rechberg - Kapelška koča / Eisenkappler Hütte (mimo Bukovnika in preko Počule),lahka označena pot
Kapelška koča / Eisenkappler Hütte,Rebrca / Rechberg - Kapelška koča / Eisenkappler Hütte (čez Rokov vrh in Počulo),lahka označena pot
Kapelška koča / Eisenkappler Hütte,Suha / Zauchen - Kapelška koča / Eisenkappler Hütte (skozi Božičev graben),delno zahtevna označena pot
Kapelška koča / Eisenkappler Hütte,Suha / Zauchen - Kapelška koča / Eisenkappler Hütte (skozi Kunetov graben),lahka označena pot
Kapelška koča / Eisenkappler Hütte,Šajda / Zell-Schaida - Kapelška koča / Eisenkappler Hütte,lahka označena pot
Kašna planina,Mačkin Kot (Enci) - Kašna planina,lahka neoznačena steza
Kašna planina,Volovljek - Kašna planina,lahka označena pot
Kašna planina,Črnivec - Kašna planina,ni podatka
Kepa,Erjavčev rovt - Kepa,zahtevna označena pot
Kepa,Iličev rovt / Illitsch Rauth - Kepa (pot 680),zahtevna označena pot
Kepa,Podrožca / Rosenbach - Kepa,zahtevna označena pot
Kepa,Ravne - Kepa,zahtevna označena pot
Kepa,Spodnje Rute / Untergreuth - Kepa (pot čez severovzhodni greben),zelo zahtevna neoznačena steza
Kepa,Spodnje Rute / Untergreuth - Kepa (pot št. 680),zahtevna označena pot
Kepa,Zapornica (Belca) - Kepa,zahtevna označena pot
Kepa,Čemernica / Tschemernitzen - Kepa,zahtevna označena pot
Kepa,Šetinov rovt - Kepa (čez Kurjeke),zahtevna neoznačena steza
Klatnica ,Breginj - Klatnica,lahka označena pot
Klek,Martinčev Rovt - Klek,lahka neoznačena steza
Klek,Planina pod Golico - Klek (mimo lovske koče Muzgovca),lahko brezpotje
Klek,Planina pod Golico - Klek (mimo ovčarske koče),lahka neoznačena steza
Klek,Planina pod Golico - Klek (čez Rožco),lahka neoznačena steza
Klek,Podrožca / Rosenbach - Klek,lahka neoznačena steza
Klek,Ravne - Klek (direktna pot),zahtevna neoznačena steza
Klek,Ravne - Klek (čez Hruški vrh),lahka neoznačena steza
Klek,Rogarjev rovt - Klek,lahka neoznačena steza
Knezova planina,Robanov kot - Knezova planina,lahka označena pot
Knezova planina (Planina Bela peč),Bistra - Knezova planina (Planina Bela peč),lahka označena pot
Knezova planina (Planina Bela peč),Planina Vodol - Knezova planina (Planina Bela peč),lahka označena pot
Kobala,Koča na planini Stador - Kobala,lahka označena pot
Kobilja glava,Koča na planini Stador - Kobilja glava,lahka označena pot
Kobilja glava,Planina Lom - Kobilja glava,lahka neoznačena steza
Kobla,Bohinjsko sedlo - Kobla,lahka označena pot
Kobla,Petrovo Brdo - Kobla,lahka označena pot
Kobla,Podbrdo - Kobla,lahka označena pot
Kobla,Vrh Bače - Kobla,lahka označena pot
Kocbekov dom na Korošici,Kraljev dol - Kocbekov dom na Korošici (čez planino Vodole),lahka označena pot
Kocbekov dom na Korošici,Lovska koča na Brežičih - Kocbekov dom na Korošici (lovska pot),zahtevna neoznačena steza
Kocbekov dom na Korošici,Lovska koča na Brežičih - Kocbekov dom na Korošici (čez Desko),lahka neoznačena steza
Kocbekov dom na Korošici,Planina Podvežak - Kocbekov dom na Korošici,lahka označena pot
Kocbekov dom na Korošici,Planina Podvežak - Kocbekov dom na Korošici (mimo Vodotočnega jezera),lahka označena pot
Kocbekov dom na Korošici,Planina Ravne - Kocbekov dom na Korošici,lahka označena pot
Kocbekov dom na Korošici,Planina Ravne - Kocbekov dom na Korošici (preko Vrtač in mimo Kocbekovega zavetišča),lahka označena pot
Kocbekov dom na Korošici,Planina Ravne - Kocbekov dom na Korošici (preko Vrtač),lahka označena pot
Kocbekov dom na Korošici,Planina Ravne - Kocbekov dom na Korošici (čez Dleskovec),lahka neoznačena steza
Kocbekov dom na Korošici,Planina Ravne - Kocbekov dom na Korošici (čez Dolgo trato),lahka označena pot
Kocbekov dom na Korošici,Pred Belo - Kocbekov dom na Korošici,delno zahtevna označena pot
Kocbekov dom na Korošici,Robanov kot - Kocbekov dom na Korošici,zahtevna označena pot
Kocbekov dom na Korošici,Za Loncem - Kocbekov dom na Korošici,lahka označena pot
Kofce gora,Dolina - Kofce gora,delno zahtevna označena pot
Kofce gora,Dolina - Kofce gora (mimo kapelice),delno zahtevna označena pot
Kofce gora,Globoka dolina - Kofce gora,delno zahtevna označena pot
Kofce gora,Matizovec - Kofce gora,delno zahtevna označena pot
Kofce gora,Mrzli studenec - Kofce gora,delno zahtevna označena pot
Kofce gora,Zavetišče na planini Šija - Kofce gora (Kačja pot),lahka neoznačena steza
Kogel,V Koncu - Kogel (čez Gamsov skret),zelo zahtevna neoznačena steza
Kokrska Kočna,Ravenska Kočna - Kokrska Kočna (mimo žičnice in po Kremžarjevi poti),zelo zahtevna označena pot
Kokrska Kočna,Ravenska Kočna - Kokrska Kočna (po ferati in Kremžarjevi poti),izjemno zahtevna označena pot
Kokrska Kočna,Ravenska Kočna - Kokrska Kočna (umik Žrela in po Kremžarjevi poti),zelo zahtevna označena pot
Kokrska Kočna,Ravenska Kočna - Kokrska Kočna (čez Štularjevo planino in po Kremžarjevi poti),zelo zahtevna označena pot
Kokrska Kočna,Suhadolnik - Kokrska Kočna (po jugozahodnem grebenu),zelo zahtevno brezpotje
Kokrska Kočna,Suhadolnik - Kokrska Kočna (čez Grdi graben),zelo zahtevna označena pot
Kokrska Kočna,Suhadolnik - Kokrska Kočna (čez Kokrsko sedlo),zelo zahtevna označena pot
Kokrska Kočna,V Koncu - Kokrska Kočna,zelo zahtevna označena pot
Kol,Vršič - Kol (po grebenu),zahtevno brezpotje
Komen,Dolina potoka Žep - Komen,lahka neoznačena steza
Komen,Dom na Smrekovcu - Komen (direktna pot),lahka označena pot
Komen,Dom na Smrekovcu - Komen (čez Smrekovec in Krnes),lahka neoznačena steza
Komen,Hlipovec - Komen,lahka označena pot
Komen,Ljubenske Rastke - Komen,lahka označena pot
Komen,Planina Vodol - Komen,lahka označena pot
Kompotela,Kriška planina - Kompotela,lahka označena pot
Kompotela,Markova raven - Kompotela (po označeni poti),lahka označena pot
Kompotela,Planina Jezerca - Kompotela,lahka označena pot
Konj,Kopišča - Konj (Martinj steza),zahtevna neoznačena steza
Konj,Kraljev hrib - Konj,lahka označena pot
Konj,Planina Dol - Konj,lahka označena pot
Konj,Pred Belo - Konj,zahtevna označena pot
Konjc,D postaja - Konjc,zelo zahtevno brezpotje
Konjc,Gozdec - Konjc,zelo zahtevno brezpotje
Konjski vrh,Pod Luknjo - Konjski vrh,delno zahtevna označena pot
Konjski vrh,Podbrdo - Konjski vrh (čez Črno prst),delno zahtevna označena pot
